Source,Record,Group,Matrix,Nanomaterial,Dose,Units,Organism,Endpoint,Response,Direction
CEINT,275,57,Dispersive,NanoSilver,40,mg/L,Juncus effusus,Leaf Length,0.071429,Less
CEINT,276,58,Dispersive,NanoSilver,0,mg/L,Lolium multiflorum,Leaf Length,0,Less
CEINT,277,58,Dispersive,NanoSilver,1,mg/L,Lolium multiflorum,Leaf Length,0.007366,Less
CEINT,278,58,Dispersive,NanoSilver,10,mg/L,Lolium multiflorum,Leaf Length,0.081031,Less
CEINT,279,58,Dispersive,NanoSilver,40,mg/L,Lolium multiflorum,Leaf Length,0.252302,Less
CEINT,280,59,Dispersive,NanoSilver,0,mg/L,Panicum virgatum,Leaf Length,0,Less
CEINT,281,59,Dispersive,NanoSilver,1,mg/L,Panicum virgatum,Leaf Length,0.116883,Less
CEINT,282,59,Dispersive,NanoSilver,10,mg/L,Panicum virgatum,Leaf Length,0.038961,Less
CEINT,283,59,Dispersive,NanoSilver,40,mg/L,Panicum virgatum,Leaf Length,0.051948,Less
CEINT,284,60,Dispersive,NanoSilver,0,mg/L,Eupatorium fistulosum,Leaf Length,0,Less
CEINT,285,60,Dispersive,NanoSilver,1,mg/L,Eupatorium fistulosum,Leaf Length,0.075,Less
CEINT,286,60,Dispersive,NanoSilver,10,mg/L,Eupatorium fistulosum,Leaf Length,0.175,Less
CEINT,287,60,Dispersive,NanoSilver,40,mg/L,Eupatorium fistulosum,Leaf Length,0.05,Less
CEINT,288,61,Dispersive,NanoSilver,0,mg/L,Lobelia cardinalis,Leaf Length,0,Less
CEINT,289,61,Dispersive,NanoSilver,1,mg/L,Lobelia cardinalis,Leaf Length,0.111111,Less
CEINT,290,61,Dispersive,NanoSilver,10,mg/L,Lobelia cardinalis,Leaf Length,0.074074,Less
CEINT,291,61,Dispersive,NanoSilver,40,mg/L,Lobelia cardinalis,Leaf Length,0.111111,Less
CEINT,292,62,Dispersive,NanoSilver,0,mg/L,Phytolacca americana,Leaf Length,0,Less
CEINT,293,62,Dispersive,NanoSilver,1,mg/L,Phytolacca americana,Leaf Length,0.06993,Less
CEINT,294,62,Dispersive,NanoSilver,10,mg/L,Phytolacca americana,Leaf Length,0.034965,Less
CEINT,295,62,Dispersive,NanoSilver,40,mg/L,Phytolacca americana,Leaf Length,0.097902,Less
CEINT,296,63,Dispersive,NanoSilver,0,mg/L,Carex lurida,Leaf Length,0,Less
CEINT,297,63,Dispersive,NanoSilver,1,mg/L,Carex lurida,Leaf Length,0.184524,Less
CEINT,298,63,Dispersive,NanoSilver,10,mg/L,Carex lurida,Leaf Length,0.095238,Less
CEINT,299,63,Dispersive,NanoSilver,40,mg/L,Carex lurida,Leaf Length,0.220238,Less
CEINT,300,64,Dispersive,NanoSilver,0,mg/L,Carex crinita,Leaf Length,0,Less
CEINT,301,64,Dispersive,NanoSilver,1,mg/L,Carex crinita,Leaf Length,0.005102,Less
CEINT,302,64,Dispersive,NanoSilver,10,mg/L,Carex crinita,Leaf Length,0.081633,Less
CEINT,303,64,Dispersive,NanoSilver,40,mg/L,Carex crinita,Leaf Length,0.341837,Less
CEINT,304,65,Dispersive,NanoSilver,0,mg/L,Carex scoparia,Leaf Length,0,Less
CEINT,305,65,Dispersive,NanoSilver,1,mg/L,Carex scoparia,Leaf Length,0,Less
CEINT,306,65,Dispersive,NanoSilver,10,mg/L,Carex scoparia,Leaf Length,0.061069,Less
CEINT,307,65,Dispersive,NanoSilver,40,mg/L,Carex scoparia,Leaf Length,0.312977,Less
CEINT,308,66,Dispersive,NanoSilver,0,mg/L,Carex vulpinoidea,Leaf Length,0,Less
CEINT,309,66,Dispersive,NanoSilver,1,mg/L,Carex vulpinoidea,Leaf Length,0.050633,Less
CEINT,310,66,Dispersive,NanoSilver,10,mg/L,Carex vulpinoidea,Leaf Length,0.06962,Less
CEINT,311,66,Dispersive,NanoSilver,40,mg/L,Carex vulpinoidea,Leaf Length,0.234177,Less
CEINT,312,67,Dispersive,NanoSilver,0,mg/L,Scirpus syperinus,Leaf Length,0,Less
CEINT,313,67,Dispersive,NanoSilver,1,mg/L,Scirpus syperinus,Leaf Length,0.152381,Less
CEINT,314,67,Dispersive,NanoSilver,10,mg/L,Scirpus syperinus,Leaf Length,0.219048,Less
CEINT,315,67,Dispersive,NanoSilver,40,mg/L,Scirpus syperinus,Leaf Length,0.219048,Less
CEINT,316,68,Dispersive,NanoSilver,0,mg/L,Juncus effusus,Leaf Length,0,Less
CEINT,317,68,Dispersive,NanoSilver,1,mg/L,Juncus effusus,Leaf Length,0.02381,Less
CEINT,318,68,Dispersive,NanoSilver,10,mg/L,Juncus effusus,Leaf Length,0.047619,Less
CEINT,319,68,Dispersive,NanoSilver,40,mg/L,Juncus effusus,Leaf Length,0.142857,Less
CEINT,320,69,Dispersive,NanoSilver,0,mg/L,Lolium multiflorum,Leaf Length,0,Less
CEINT,321,69,Dispersive,NanoSilver,1,mg/L,Lolium multiflorum,Leaf Length,0.036832,Less
CEINT,322,69,Dispersive,NanoSilver,10,mg/L,Lolium multiflorum,Leaf Length,0.267035,Less
CEINT,323,69,Dispersive,NanoSilver,40,mg/L,Lolium multiflorum,Leaf Length,0.554328,Less
CEINT,324,70,Dispersive,NanoSilver,0,mg/L,Panicum virgatum,Leaf Length,0,Less
CEINT,325,70,Dispersive,NanoSilver,1,mg/L,Panicum virgatum,Leaf Length,0.012987,Less
CEINT,326,70,Dispersive,NanoSilver,10,mg/L,Panicum virgatum,Leaf Length,0.019481,Less
CEINT,327,70,Dispersive,NanoSilver,40,mg/L,Panicum virgatum,Leaf Length,0.032468,Less
CEINT,328,71,Dispersive,NanoSilver,0,mg/L,Eupatorium fistulosum,Leaf Length,0,Less
CEINT,329,71,Dispersive,NanoSilver,1,mg/L,Eupatorium fistulosum,Leaf Length,0.025,Less
CEINT,330,71,Dispersive,NanoSilver,10,mg/L,Eupatorium fistulosum,Leaf Length,0.05,Less
CEINT,331,71,Dispersive,NanoSilver,40,mg/L,Eupatorium fistulosum,Leaf Length,0.225,Less
CEINT,332,72,Dispersive,NanoSilver,0,mg/L,Lobelia cardinalis,Leaf Length,0,Less
CEINT,333,72,Dispersive,NanoSilver,1,mg/L,Lobelia cardinalis,Leaf Length,0.092593,Less
CEINT,334,72,Dispersive,NanoSilver,10,mg/L,Lobelia cardinalis,Leaf Length,0.111111,Less
CEINT,335,72,Dispersive,NanoSilver,40,mg/L,Lobelia cardinalis,Leaf Length,0.222222,Less
CEINT,336,73,Dispersive,NanoSilver,0,mg/L,Phytolacca americana,Leaf Length,0,Less
CEINT,337,73,Dispersive,NanoSilver,1,mg/L,Phytolacca americana,Leaf Length,0.062937,Less
CEINT,338,73,Dispersive,NanoSilver,10,mg/L,Phytolacca americana,Leaf Length,0.034965,Less
CEINT,339,73,Dispersive,NanoSilver,40,mg/L,Phytolacca americana,Leaf Length,0.06993,Less
CEINT,340,74,Dispersive,NanoSilver,0,mg/L,Carex lurida,Root Length,0,Less
CEINT,341,74,Dispersive,NanoSilver,1,mg/L,Carex lurida,Root Length,0.304094,Less
CEINT,342,74,Dispersive,NanoSilver,10,mg/L,Carex lurida,Root Length,0.131579,Less
CEINT,343,74,Dispersive,NanoSilver,40,mg/L,Carex lurida,Root Length,0.47076,Less
CEINT,344,75,Dispersive,NanoSilver,0,mg/L,Carex crinita,Root Length,0,Less
CEINT,345,75,Dispersive,NanoSilver,1,mg/L,Carex crinita,Root Length,0.142857,Less
CEINT,346,75,Dispersive,NanoSilver,10,mg/L,Carex crinita,Root Length,0.115139,Less
CEINT,347,75,Dispersive,NanoSilver,40,mg/L,Carex crinita,Root Length,0.309168,Less
CEINT,348,76,Dispersive,NanoSilver,0,mg/L,Carex scoparia,Root Length,0,Less
CEINT,349,76,Dispersive,NanoSilver,1,mg/L,Carex scoparia,Root Length,0.015453,Less
CEINT,350,76,Dispersive,NanoSilver,10,mg/L,Carex scoparia,Root Length,0.236203,Less
CEINT,351,76,Dispersive,NanoSilver,40,mg/L,Carex scoparia,Root Length,0.441501,Less
CEINT,352,77,Dispersive,NanoSilver,0,mg/L,Carex vulpinoidea,Root Length,0,Less
CEINT,353,77,Dispersive,NanoSilver,1,mg/L,Carex vulpinoidea,Root Length,0.008869,Less
CEINT,354,77,Dispersive,NanoSilver,10,mg/L,Carex vulpinoidea,Root Length,0.095344,Less
CEINT,355,77,Dispersive,NanoSilver,40,mg/L,Carex vulpinoidea,Root Length,0.587583,Less
CEINT,356,78,Dispersive,NanoSilver,0,mg/L,Scirpus syperinus,Root Length,0,Less
CEINT,357,78,Dispersive,NanoSilver,1,mg/L,Scirpus syperinus,Root Length,0.061856,Less
CEINT,358,78,Dispersive,NanoSilver,10,mg/L,Scirpus syperinus,Root Length,0.257732,Less
CEINT,359,78,Dispersive,NanoSilver,40,mg/L,Scirpus syperinus,Root Length,0.463918,Less
CEINT,364,80,Dispersive,NanoSilver,0,mg/L,Lolium multiflorum,Root Length,0,Less
CEINT,365,80,Dispersive,NanoSilver,1,mg/L,Lolium multiflorum,Root Length,0.005502,Less
CEINT,366,80,Dispersive,NanoSilver,10,mg/L,Lolium multiflorum,Root Length,0.048143,Less
CEINT,367,80,Dispersive,NanoSilver,40,mg/L,Lolium multiflorum,Root Length,0.327373,Less
CEINT,368,81,Dispersive,NanoSilver,0,mg/L,Panicum virgatum,Root Length,0,Less
CEINT,369,81,Dispersive,NanoSilver,1,mg/L,Panicum virgatum,Root Length,0.04065,Less
CEINT,370,81,Dispersive,NanoSilver,10,mg/L,Panicum virgatum,Root Length,0.268293,Less
CEINT,371,81,Dispersive,NanoSilver,40,mg/L,Panicum virgatum,Root Length,0.642276,Less
CEINT,372,82,Dispersive,NanoSilver,0,mg/L,Eupatorium fistulosum,Root Length,0,Less
CEINT,373,82,Dispersive,NanoSilver,1,mg/L,Eupatorium fistulosum,Root Length,0.017812,Less
CEINT,374,82,Dispersive,NanoSilver,10,mg/L,Eupatorium fistulosum,Root Length,0.061069,Less
CEINT,375,82,Dispersive,NanoSilver,40,mg/L,Eupatorium fistulosum,Root Length,0.137405,Less
CEINT,376,83,Dispersive,NanoSilver,0,mg/L,Lobelia cardinalis,Root Length,0,Less
CEINT,377,83,Dispersive,NanoSilver,1,mg/L,Lobelia cardinalis,Root Length,0.026667,Less
CEINT,378,83,Dispersive,NanoSilver,10,mg/L,Lobelia cardinalis,Root Length,0.013333,Less
CEINT,379,83,Dispersive,NanoSilver,40,mg/L,Lobelia cardinalis,Root Length,0.466667,Less
CEINT,380,84,Dispersive,NanoSilver,0,mg/L,Phytolacca americana,Root Length,0,Less
CEINT,381,84,Dispersive,NanoSilver,1,mg/L,Phytolacca americana,Root Length,0.166667,Less
CEINT,382,84,Dispersive,NanoSilver,10,mg/L,Phytolacca americana,Root Length,0.672619,Less
CEINT,383,84,Dispersive,NanoSilver,40,mg/L,Phytolacca americana,Root Length,1.755952,Less
CEINT,384,85,Dispersive,NanoSilver,0,mg/L,Carex lurida,Root Length,0,Less
CEINT,385,85,Dispersive,NanoSilver,1,mg/L,Carex lurida,Root Length,0.090643,Less
CEINT,386,85,Dispersive,NanoSilver,10,mg/L,Carex lurida,Root Length,0.593567,Less
CEINT,387,85,Dispersive,NanoSilver,40,mg/L,Carex lurida,Root Length,0.891813,Less
CEINT,388,86,Dispersive,NanoSilver,0,mg/L,Carex crinita,Root Length,0,Less
CEINT,389,86,Dispersive,NanoSilver,1,mg/L,Carex crinita,Root Length,0.464819,Less
CEINT,390,86,Dispersive,NanoSilver,10,mg/L,Carex crinita,Root Length,0.63113,Less
CEINT,391,86,Dispersive,NanoSilver,40,mg/L,Carex crinita,Root Length,0.820896,Less
CEINT,392,87,Dispersive,NanoSilver,0,mg/L,Carex scoparia,Root Length,0,Less
CEINT,393,87,Dispersive,NanoSilver,1,mg/L,Carex scoparia,Root Length,0.384106,Less
CEINT,394,87,Dispersive,NanoSilver,10,mg/L,Carex scoparia,Root Length,0.883002,Less
CEINT,395,87,Dispersive,NanoSilver,40,mg/L,Carex scoparia,Root Length,0.95585,Less
CEINT,396,88,Dispersive,NanoSilver,0,mg/L,Carex vulpinoidea,Root Length,0,Less
CEINT,397,88,Dispersive,NanoSilver,1,mg/L,Carex vulpinoidea,Root Length,0.558758,Less
CEINT,398,88,Dispersive,NanoSilver,10,mg/L,Carex vulpinoidea,Root Length,0.875831,Less
CEINT,399,88,Dispersive,NanoSilver,40,mg/L,Carex vulpinoidea,Root Length,0.915743,Less
CEINT,400,89,Dispersive,NanoSilver,0,mg/L,Scirpus syperinus,Root Length,0,Less
CEINT,401,89,Dispersive,NanoSilver,1,mg/L,Scirpus syperinus,Root Length,0.268041,Less
CEINT,402,89,Dispersive,NanoSilver,10,mg/L,Scirpus syperinus,Root Length,0.793814,Less
CEINT,403,89,Dispersive,NanoSilver,40,mg/L,Scirpus syperinus,Root Length,0.927835,Less
CEINT,408,91,Dispersive,NanoSilver,0,mg/L,Lolium multiflorum,Root Length,0,Less
CEINT,409,91,Dispersive,NanoSilver,1,mg/L,Lolium multiflorum,Root Length,0.034388,Less
CEINT,410,91,Dispersive,NanoSilver,10,mg/L,Lolium multiflorum,Root Length,0.488308,Less
CEINT,411,91,Dispersive,NanoSilver,40,mg/L,Lolium multiflorum,Root Length,0.896836,Less
CEINT,412,92,Dispersive,NanoSilver,0,mg/L,Panicum virgatum,Root Length,0,Less
CEINT,413,92,Dispersive,NanoSilver,1,mg/L,Panicum virgatum,Root Length,0.495935,Less
CEINT,414,92,Dispersive,NanoSilver,10,mg/L,Panicum virgatum,Root Length,0.829268,Less
CEINT,415,92,Dispersive,NanoSilver,40,mg/L,Panicum virgatum,Root Length,0.821138,Less
CEINT,416,93,Dispersive,NanoSilver,0,mg/L,Eupatorium fistulosum,Root Length,0,Less
CEINT,417,93,Dispersive,NanoSilver,1,mg/L,Eupatorium fistulosum,Root Length,0.035623,Less
CEINT,418,93,Dispersive,NanoSilver,10,mg/L,Eupatorium fistulosum,Root Length,0.796438,Less
CEINT,419,93,Dispersive,NanoSilver,40,mg/L,Eupatorium fistulosum,Root Length,0.870229,Less
CEINT,420,94,Dispersive,NanoSilver,0,mg/L,Lobelia cardinalis,Root Length,0,Less
CEINT,421,94,Dispersive,NanoSilver,1,mg/L,Lobelia cardinalis,Root Length,0.04,Less
CEINT,422,94,Dispersive,NanoSilver,10,mg/L,Lobelia cardinalis,Root Length,0.04,Less
CEINT,423,94,Dispersive,NanoSilver,40,mg/L,Lobelia cardinalis,Root Length,0.613333,Less
CEINT,424,95,Dispersive,NanoSilver,0,mg/L,Phytolacca americana,Root Length,0,Less
CEINT,425,95,Dispersive,NanoSilver,1,mg/L,Phytolacca americana,Root Length,0.214286,Less
CEINT,426,95,Dispersive,NanoSilver,10,mg/L,Phytolacca americana,Root Length,2.791667,Less
CEINT,427,95,Dispersive,NanoSilver,40,mg/L,Phytolacca americana,Root Length,0.196429,Less
CEINT,428,96,Dispersive,NanoSilver,0,mg/L,Lolium multiflorum,Shoot Mass,0,Less
CEINT,429,96,Dispersive,NanoSilver,1,mg/L,Lolium multiflorum,Shoot Mass,0.054939,Less
CEINT,430,96,Dispersive,NanoSilver,5,mg/L,Lolium multiflorum,Shoot Mass,0.179427,Less
CEINT,431,96,Dispersive,NanoSilver,10,mg/L,Lolium multiflorum,Shoot Mass,0.179427,Less
CEINT,432,96,Dispersive,NanoSilver,20,mg/L,Lolium multiflorum,Shoot Mass,0.22969,Less
CEINT,433,96,Dispersive,NanoSilver,40,mg/L,Lolium multiflorum,Shoot Mass,0.253068,Less
CEINT,434,97,Dispersive,NanoSilver,0,mg/L,Lolium multiflorum,Root Mass,0,Less
CEINT,435,97,Dispersive,NanoSilver,1,mg/L,Lolium multiflorum,Root Mass,0.010881,Less
CEINT,436,97,Dispersive,NanoSilver,5,mg/L,Lolium multiflorum,Root Mass,0.208923,Less
CEINT,437,97,Dispersive,NanoSilver,10,mg/L,Lolium multiflorum,Root Mass,0.23667,Less
CEINT,438,97,Dispersive,NanoSilver,20,mg/L,Lolium multiflorum,Root Mass,0.5,Less
CEINT,439,97,Dispersive,NanoSilver,40,mg/L,Lolium multiflorum,Root Mass,0.76605,Less
CEINT,440,98,Dispersive,NanoSilver,0,mg/L,Lolium multiflorum,Shoot Length,0,Less
CEINT,441,98,Dispersive,NanoSilver,1,mg/L,Lolium multiflorum,Shoot Length,0.038674,Less
CEINT,442,98,Dispersive,NanoSilver,5,mg/L,Lolium multiflorum,Shoot Length,0.14733,Less
CEINT,443,98,Dispersive,NanoSilver,10,mg/L,Lolium multiflorum,Shoot Length,0.268877,Less
CEINT,444,98,Dispersive,NanoSilver,20,mg/L,Lolium multiflorum,Shoot Length,0.303867,Less
CEINT,445,98,Dispersive,NanoSilver,40,mg/L,Lolium multiflorum,Shoot Length,0.372007,Less
CEINT,446,99,Dispersive,NanoSilver,0,mg/L,Lolium multiflorum,Root Length,0,Less
CEINT,447,99,Dispersive,NanoSilver,1,mg/L,Lolium multiflorum,Root Length,0.034388,Less
CEINT,448,99,Dispersive,NanoSilver,5,mg/L,Lolium multiflorum,Root Length,0.298487,Less
CEINT,449,99,Dispersive,NanoSilver,10,mg/L,Lolium multiflorum,Root Length,0.489684,Less
CEINT,450,99,Dispersive,NanoSilver,20,mg/L,Lolium multiflorum,Root Length,0.744154,Less
CEINT,451,99,Dispersive,NanoSilver,40,mg/L,Lolium multiflorum,Root Length,0.906465,Less
CEINT,483,105,Polyurethane,NanoSilver,0.001,mg/L,Caenorhabditis elegans,Mortality,0,More
CEINT,484,105,Polyurethane,NanoSilver,0.25,mg/L,Caenorhabditis elegans,Mortality,1,More
CEINT,485,105,Polyurethane,NanoSilver,2.5,mg/L,Caenorhabditis elegans,Mortality,1,More
CEINT,486,105,Polyurethane,NanoSilver,10,mg/L,Caenorhabditis elegans,Mortality,1,More
CEINT,487,105,Polyurethane,NanoSilver,25,mg/L,Caenorhabditis elegans,Mortality,4.353823,More
CEINT,488,105,Polyurethane,NanoSilver,100,mg/L,Caenorhabditis elegans,Mortality,13.992504,More
CEINT,489,105,Polyurethane,NanoSilver,250,mg/L,Caenorhabditis elegans,Mortality,13.992504,More
CEINT,525,111,Polyurethane,NanoSilver,0.001,mg/L,Caenorhabditis elegans,Mortality,0,More
CEINT,526,111,Polyurethane,NanoSilver,0.25,mg/L,Caenorhabditis elegans,Mortality,1,More
CEINT,527,111,Polyurethane,NanoSilver,2.5,mg/L,Caenorhabditis elegans,Mortality,0.998501,More
CEINT,528,111,Polyurethane,NanoSilver,10,mg/L,Caenorhabditis elegans,Mortality,0,More
CEINT,529,111,Polyurethane,NanoSilver,25,mg/L,Caenorhabditis elegans,Mortality,3.685157,More
CEINT,530,111,Polyurethane,NanoSilver,100,mg/L,Caenorhabditis elegans,Mortality,13.992504,More
CEINT,531,111,Polyurethane,NanoSilver,250,mg/L,Caenorhabditis elegans,Mortality,13.992504,More
CEINT,539,113,Thermoplastic,NanoSilver,0,mg/L,Caenorhabditis elegans,Mortality,0,More
CEINT,540,113,Thermoplastic,NanoSilver,0.25,mg/L,Caenorhabditis elegans,Mortality,1,More
CEINT,541,113,Thermoplastic,NanoSilver,2.5,mg/L,Caenorhabditis elegans,Mortality,1,More
CEINT,542,113,Thermoplastic,NanoSilver,10,mg/L,Caenorhabditis elegans,Mortality,1,More
CEINT,543,113,Thermoplastic,NanoSilver,25,mg/L,Caenorhabditis elegans,Mortality,3.997001,More
CEINT,544,113,Thermoplastic,NanoSilver,100,mg/L,Caenorhabditis elegans,Mortality,13.992504,More
CEINT,545,113,Thermoplastic,NanoSilver,250,mg/L,Caenorhabditis elegans,Mortality,13.992504,More
CEINT,581,119,Thermoplastic,NanoSilver,0,mg/L,Caenorhabditis elegans,Mortality,0,More
CEINT,582,119,Thermoplastic,NanoSilver,0.25,mg/L,Caenorhabditis elegans,Mortality,1,More
CEINT,583,119,Thermoplastic,NanoSilver,2.5,mg/L,Caenorhabditis elegans,Mortality,1.267007,More
CEINT,584,119,Thermoplastic,NanoSilver,10,mg/L,Caenorhabditis elegans,Mortality,0.062925,More
CEINT,585,119,Thermoplastic,NanoSilver,25,mg/L,Caenorhabditis elegans,Mortality,4.668367,More
CEINT,586,119,Thermoplastic,NanoSilver,100,mg/L,Caenorhabditis elegans,Mortality,16.006803,More
CEINT,587,119,Thermoplastic,NanoSilver,250,mg/L,Caenorhabditis elegans,Mortality,16.006803,More
CEINT,2001,2000,Dispersive,Carbon Nanotubes,0,mg/l,Thalassiosira pseudonana,Growth,0,Less
CEINT,2002,2000,Dispersive,Carbon Nanotubes,1,mg/l,Thalassiosira pseudonana,Growth,0.078846,Less
CEINT,2003,2000,Dispersive,Carbon Nanotubes,10,mg/l,Thalassiosira pseudonana,Growth,0.059615,Less
CEINT,2004,2000,Dispersive,Carbon Nanotubes,50,mg/l,Thalassiosira pseudonana,Growth,0.035577,Less
CEINT,2005,2000,Dispersive,Carbon Nanotubes,100,mg/l,Thalassiosira pseudonana,Growth,0.198077,Less
CEINT,2006,2001,Dispersive,Carbon Nanotubes,0,mg/l,Thalassiosira pseudonana,Growth,0,Less
CEINT,2007,2001,Dispersive,Carbon Nanotubes,1,mg/l,Thalassiosira pseudonana,Growth,0.028495,Less
CEINT,2008,2001,Dispersive,Carbon Nanotubes,10,mg/l,Thalassiosira pseudonana,Growth,0,Less
CEINT,2009,2001,Dispersive,Carbon Nanotubes,50,mg/l,Thalassiosira pseudonana,Growth,0.020481,Less
CEINT,2010,2001,Dispersive,Carbon Nanotubes,100,mg/l,Thalassiosira pseudonana,Growth,0.121995,Less
CEINT,2011,2002,Dispersive,Carbon Nanotubes,0,mg/l,Thalassiosira pseudonana,Growth,0,Less
CEINT,2012,2002,Dispersive,Carbon Nanotubes,1,mg/l,Thalassiosira pseudonana,Growth,0.269129,Less
CEINT,2013,2002,Dispersive,Carbon Nanotubes,10,mg/l,Thalassiosira pseudonana,Growth,0.498681,Less
CEINT,2014,2002,Dispersive,Carbon Nanotubes,50,mg/l,Thalassiosira pseudonana,Growth,0.703166,Less
CEINT,2015,2002,Dispersive,Carbon Nanotubes,100,mg/l,Thalassiosira pseudonana,Growth,0.939314,Less
CEINT,2016,2003,Dispersive,Carbon Nanotubes,0,mg/l,Thalassiosira pseudonana,Growth,0,Less
CEINT,2017,2003,Dispersive,Carbon Nanotubes,1,mg/l,Thalassiosira pseudonana,Growth,0.090361,Less
CEINT,2018,2003,Dispersive,Carbon Nanotubes,10,mg/l,Thalassiosira pseudonana,Growth,0.273494,Less
CEINT,2019,2003,Dispersive,Carbon Nanotubes,50,mg/l,Thalassiosira pseudonana,Growth,0.577108,Less
CEINT,2020,2003,Dispersive,Carbon Nanotubes,100,mg/l,Thalassiosira pseudonana,Growth,0.83012,Less
CEINT,2022,2004,Dispersive,Carbon Nanotubes,0,mg/l,Taranis japonicus,Mortality,0,Less
CEINT,2023,2004,Dispersive,Carbon Nanotubes,1,mg/l,Taranis japonicus,Mortality,0.345455,Less
CEINT,2024,2004,Dispersive,Carbon Nanotubes,10,mg/l,Taranis japonicus,Mortality,0.027273,Less
CEINT,2025,2004,Dispersive,Carbon Nanotubes,30,mg/l,Taranis japonicus,Mortality,0.609091,Less
CEINT,2026,2004,Dispersive,Carbon Nanotubes,50,mg/l,Taranis japonicus,Mortality,1.009091,Less
CEINT,2027,2004,Dispersive,Carbon Nanotubes,100,mg/l,Taranis japonicus,Mortality,1.072727,Less
CEINT,2029,2005,Dispersive,Carbon Nanotubes,0,mg/l,Taranis japonicus,Mortality,0,Less
CEINT,2030,2005,Dispersive,Carbon Nanotubes,1,mg/l,Taranis japonicus,Mortality,0.886792,Less
CEINT,2031,2005,Dispersive,Carbon Nanotubes,10,mg/l,Taranis japonicus,Mortality,0.603774,Less
CEINT,2032,2005,Dispersive,Carbon Nanotubes,30,mg/l,Taranis japonicus,Mortality,1.207547,Less
CEINT,2033,2005,Dispersive,Carbon Nanotubes,50,mg/l,Taranis japonicus,Mortality,1.283019,Less
CEINT,2034,2005,Dispersive,Carbon Nanotubes,100,mg/l,Taranis japonicus,Mortality,1.45283,Less
CEINT,2036,2006,Dispersive,Carbon Nanotubes,0,mg/l,Taranis japonicus,Mortality,0,Less
CEINT,2037,2006,Dispersive,Carbon Nanotubes,1,mg/l,Taranis japonicus,Mortality,0.345455,Less
CEINT,2038,2006,Dispersive,Carbon Nanotubes,10,mg/l,Taranis japonicus,Mortality,0.027273,Less
CEINT,2039,2006,Dispersive,Carbon Nanotubes,30,mg/l,Taranis japonicus,Mortality,0.609091,Less
CEINT,2040,2006,Dispersive,Carbon Nanotubes,50,mg/l,Taranis japonicus,Mortality,1.009091,Less
CEINT,2041,2006,Dispersive,Carbon Nanotubes,100,mg/l,Taranis japonicus,Mortality,1.072727,Less
CEINT,2043,2007,Dispersive,Carbon Nanotubes,0,mg/l,Taranis japonicus,Mortality,0,Less
CEINT,2044,2007,Dispersive,Carbon Nanotubes,1,mg/l,Taranis japonicus,Mortality,0.154762,Less
CEINT,2045,2007,Dispersive,Carbon Nanotubes,10,mg/l,Taranis japonicus,Mortality,0,Less
CEINT,2046,2007,Dispersive,Carbon Nanotubes,30,mg/l,Taranis japonicus,Mortality,0.333333,Less
CEINT,2047,2007,Dispersive,Carbon Nanotubes,50,mg/l,Taranis japonicus,Mortality,0.357143,Less
CEINT,2048,2007,Dispersive,Carbon Nanotubes,100,mg/l,Taranis japonicus,Mortality,0.571429,Less
CEINT,2049,2008,Dispersive,Carbon Nanotubes,0,mg/l,Taranis japonicus,Development time,0,More
CEINT,2050,2008,Dispersive,Carbon Nanotubes,0.1,mg/l,Taranis japonicus,Development time,0.016736,More
CEINT,2051,2008,Dispersive,Carbon Nanotubes,1,mg/l,Taranis japonicus,Development time,0.027615,More
CEINT,2052,2008,Dispersive,Carbon Nanotubes,10,mg/l,Taranis japonicus,Development time,0.046862,More
CEINT,2053,2008,Dispersive,Carbon Nanotubes,30,mg/l,Taranis japonicus,Development time,0.074644,More
CEINT,2054,2008,Dispersive,Carbon Nanotubes,50,mg/l,Taranis japonicus,Development time,0.094059,More
CEINT,2055,2008,Dispersive,Carbon Nanotubes,100,mg/l,Taranis japonicus,Development time,0.126695,More
CEINT,2056,2009,Dispersive,Carbon Nanotubes,0,mg/l,Taranis japonicus,Development time,0,More
CEINT,2057,2009,Dispersive,Carbon Nanotubes,0.1,mg/l,Taranis japonicus,Development time,0.001157,More
CEINT,2058,2009,Dispersive,Carbon Nanotubes,1,mg/l,Taranis japonicus,Development time,0.013554,More
CEINT,2059,2009,Dispersive,Carbon Nanotubes,10,mg/l,Taranis japonicus,Development time,0.026116,More
CEINT,2060,2009,Dispersive,Carbon Nanotubes,30,mg/l,Taranis japonicus,Development time,0.055537,More
CEINT,2061,2009,Dispersive,Carbon Nanotubes,50,mg/l,Taranis japonicus,Development time,0.038182,More
CEINT,2062,2009,Dispersive,Carbon Nanotubes,100,mg/l,Taranis japonicus,Development time,0.08595,More
CEINT,2063,2010,Dispersive,Carbon Nanotubes,0,mg/l,Taranis japonicus,Reproduction time,0,More
CEINT,2064,2010,Dispersive,Carbon Nanotubes,0.1,mg/l,Taranis japonicus,Reproduction time,0.031835,More
CEINT,2065,2010,Dispersive,Carbon Nanotubes,1,mg/l,Taranis japonicus,Reproduction time,0.032571,More
