Source,Record,Group,Matrix,Nanomaterial,Dose,Units,Organism,Endpoint,Response,Direction
CEINT,3017,2109,Dispersive,Carbon Nanotubes,1,_g/ml,NIH3T3 cell,Viability,0,Less
CEINT,3018,2109,Dispersive,Carbon Nanotubes,10,_g/ml,NIH3T3 cell,Viability,0.047532,Less
CEINT,3019,2109,Dispersive,Carbon Nanotubes,20,_g/ml,NIH3T3 cell,Viability,0.080862,Less
CEINT,3020,2109,Dispersive,Carbon Nanotubes,30,_g/ml,NIH3T3 cell,Viability,0.398729,Less
CEINT,3021,2109,Dispersive,Carbon Nanotubes,60,_g/ml,NIH3T3 cell,Viability,0.543793,Less
CEINT,3022,2109,Dispersive,Carbon Nanotubes,100,_g/ml,NIH3T3 cell,Viability,0.901101,Less
CEINT,3024,2110,Dispersive,Carbon Nanotubes,1,_g/ml,NIH3T3 cell,Viability,0,Less
CEINT,3025,2110,Dispersive,Carbon Nanotubes,10,_g/ml,NIH3T3 cell,Viability,0.047711,Less
CEINT,3026,2110,Dispersive,Carbon Nanotubes,20,_g/ml,NIH3T3 cell,Viability,0.640159,Less
CEINT,3027,2110,Dispersive,Carbon Nanotubes,30,_g/ml,NIH3T3 cell,Viability,0.948564,Less
CEINT,3028,2110,Dispersive,Carbon Nanotubes,60,_g/ml,NIH3T3 cell,Viability,0.95697,Less
CEINT,3029,2110,Dispersive,Carbon Nanotubes,100,_g/ml,NIH3T3 cell,Viability,0.962262,Less
CEINT,3031,2111,Dispersive,Carbon Nanotubes,1,_g/ml,Mouse,Contracting Embryoid Bodies,0,Less
CEINT,3032,2111,Dispersive,Carbon Nanotubes,10,_g/ml,Mouse,Contracting Embryoid Bodies,0.197477,Less
CEINT,3033,2111,Dispersive,Carbon Nanotubes,20,_g/ml,Mouse,Contracting Embryoid Bodies,0.157554,Less
CEINT,3034,2111,Dispersive,Carbon Nanotubes,30,_g/ml,Mouse,Contracting Embryoid Bodies,0.179003,Less
CEINT,3035,2111,Dispersive,Carbon Nanotubes,60,_g/ml,Mouse,Contracting Embryoid Bodies,0.798548,Less
CEINT,3036,2111,Dispersive,Carbon Nanotubes,100,_g/ml,Mouse,Contracting Embryoid Bodies,0.900895,Less
CEINT,3038,2112,Dispersive,Carbon Nanotubes,1,_g/ml,Mouse,Contracting Embryoid Bodies,0,Less
CEINT,3039,2112,Dispersive,Carbon Nanotubes,10,_g/ml,Mouse,Contracting Embryoid Bodies,0.135642,Less
CEINT,3040,2112,Dispersive,Carbon Nanotubes,20,_g/ml,Mouse,Contracting Embryoid Bodies,0.082812,Less
CEINT,3041,2112,Dispersive,Carbon Nanotubes,30,_g/ml,Mouse,Contracting Embryoid Bodies,0.036815,Less
CEINT,3042,2112,Dispersive,Carbon Nanotubes,60,_g/ml,Mouse,Contracting Embryoid Bodies,0.823666,Less
CEINT,3043,2112,Dispersive,Carbon Nanotubes,100,_g/ml,Mouse,Contracting Embryoid Bodies,0.985585,Less
CEINT,3045,2113,Dispersive,Carbon Nanotubes,1,_g/ml,Mouse,Contracting Embryoid Bodies,0,Less
CEINT,3046,2113,Dispersive,Carbon Nanotubes,10,_g/ml,Mouse,Contracting Embryoid Bodies,0.185335,Less
CEINT,3047,2113,Dispersive,Carbon Nanotubes,20,_g/ml,Mouse,Contracting Embryoid Bodies,0.071697,Less
CEINT,3048,2113,Dispersive,Carbon Nanotubes,30,_g/ml,Mouse,Contracting Embryoid Bodies,0.266765,Less
CEINT,3049,2113,Dispersive,Carbon Nanotubes,60,_g/ml,Mouse,Contracting Embryoid Bodies,0.704175,Less
CEINT,3050,2113,Dispersive,Carbon Nanotubes,100,_g/ml,Mouse,Contracting Embryoid Bodies,0.952518,Less
CEINT,3052,2114,Dispersive,Carbon Nanotubes,0,_g/l,Caenorhabditis elegans,Fluorescent intensity,0,More
CEINT,3053,2114,Dispersive,Carbon Nanotubes,0.001,_g/l,Caenorhabditis elegans,Fluorescent intensity,0.01685,More
CEINT,3054,2114,Dispersive,Carbon Nanotubes,0.01,_g/l,Caenorhabditis elegans,Fluorescent intensity,0.04837,More
CEINT,3055,2114,Dispersive,Carbon Nanotubes,0.1,_g/l,Caenorhabditis elegans,Fluorescent intensity,0.07987,More
CEINT,3056,2114,Dispersive,Carbon Nanotubes,1,_g/l,Caenorhabditis elegans,Fluorescent intensity,0.21139,More
CEINT,3057,2114,Dispersive,Carbon Nanotubes,10,_g/l,Caenorhabditis elegans,Fluorescent intensity,0.48909,More
CEINT,3058,2114,Dispersive,Carbon Nanotubes,100,_g/l,Caenorhabditis elegans,Fluorescent intensity,0.58968,More
CEINT,3059,2114,Dispersive,Carbon Nanotubes,1000,_g/l,Caenorhabditis elegans,Fluorescent intensity,0.67961,More
CEINT,3060,2115,Dispersive,Carbon Nanotubes,0,_g/l,Caenorhabditis elegans,Fluorescent intensity,0,More
CEINT,3061,2115,Dispersive,Carbon Nanotubes,0.001,_g/l,Caenorhabditis elegans,Fluorescent intensity,0.02188,More
CEINT,3062,2115,Dispersive,Carbon Nanotubes,0.01,_g/l,Caenorhabditis elegans,Fluorescent intensity,0.01944,More
CEINT,3063,2115,Dispersive,Carbon Nanotubes,0.1,_g/l,Caenorhabditis elegans,Fluorescent intensity,0.05553,More
CEINT,3064,2115,Dispersive,Carbon Nanotubes,1,_g/l,Caenorhabditis elegans,Fluorescent intensity,0.06746,More
CEINT,3065,2115,Dispersive,Carbon Nanotubes,10,_g/l,Caenorhabditis elegans,Fluorescent intensity,0.05828,More
CEINT,3066,2115,Dispersive,Carbon Nanotubes,100,_g/l,Caenorhabditis elegans,Fluorescent intensity,0.07695,More
CEINT,3067,2115,Dispersive,Carbon Nanotubes,1000,_g/l,Caenorhabditis elegans,Fluorescent intensity,0.08889,More
CEINT,3068,2116,Dispersive,Carbon Nanotubes,0,_g/l,Caenorhabditis elegans,Brood size,0,Less
CEINT,3069,2116,Dispersive,Carbon Nanotubes,0.001,_g/l,Caenorhabditis elegans,Brood size,0.016462,Less
CEINT,3070,2116,Dispersive,Carbon Nanotubes,0.01,_g/l,Caenorhabditis elegans,Brood size,0.022225,Less
CEINT,3071,2116,Dispersive,Carbon Nanotubes,0.1,_g/l,Caenorhabditis elegans,Brood size,0.080524,Less
CEINT,3072,2116,Dispersive,Carbon Nanotubes,1,_g/l,Caenorhabditis elegans,Brood size,0.111579,Less
CEINT,3073,2116,Dispersive,Carbon Nanotubes,10,_g/l,Caenorhabditis elegans,Brood size,0.1836,Less
CEINT,3074,2116,Dispersive,Carbon Nanotubes,100,_g/l,Caenorhabditis elegans,Brood size,0.251748,Less
CEINT,3075,2116,Dispersive,Carbon Nanotubes,1000,_g/l,Caenorhabditis elegans,Brood size,0.285831,Less
CEINT,3076,2117,Dispersive,Carbon Nanotubes,0,_g/l,Caenorhabditis elegans,Brood size,0,Less
CEINT,3077,2117,Dispersive,Carbon Nanotubes,0.001,_g/l,Caenorhabditis elegans,Brood size,0.003236,Less
CEINT,3078,2117,Dispersive,Carbon Nanotubes,0.01,_g/l,Caenorhabditis elegans,Brood size,0.005384,Less
CEINT,3079,2117,Dispersive,Carbon Nanotubes,0.1,_g/l,Caenorhabditis elegans,Brood size,0.011853,Less
CEINT,3080,2117,Dispersive,Carbon Nanotubes,1,_g/l,Caenorhabditis elegans,Brood size,0.020047,Less
CEINT,3081,2117,Dispersive,Carbon Nanotubes,10,_g/l,Caenorhabditis elegans,Brood size,0.023705,Less
CEINT,3082,2117,Dispersive,Carbon Nanotubes,100,_g/l,Caenorhabditis elegans,Brood size,0.030177,Less
CEINT,3083,2117,Dispersive,Carbon Nanotubes,1000,_g/l,Caenorhabditis elegans,Brood size,0.037478,Less
CEINT,3084,2118,Dispersive,Carbon Nanotubes,0,_g/l,Caenorhabditis elegans,Head thrashes,0,Less
CEINT,3085,2118,Dispersive,Carbon Nanotubes,0.001,_g/l,Caenorhabditis elegans,Head thrashes,0.024637,Less
CEINT,3086,2118,Dispersive,Carbon Nanotubes,0.01,_g/l,Caenorhabditis elegans,Head thrashes,0.072141,Less
CEINT,3087,2118,Dispersive,Carbon Nanotubes,0.1,_g/l,Caenorhabditis elegans,Head thrashes,0.145612,Less
CEINT,3088,2118,Dispersive,Carbon Nanotubes,1,_g/l,Caenorhabditis elegans,Head thrashes,0.236913,Less
CEINT,3089,2118,Dispersive,Carbon Nanotubes,10,_g/l,Caenorhabditis elegans,Head thrashes,0.261771,Less
CEINT,3090,2118,Dispersive,Carbon Nanotubes,100,_g/l,Caenorhabditis elegans,Head thrashes,0.314559,Less
CEINT,3091,2118,Dispersive,Carbon Nanotubes,1000,_g/l,Caenorhabditis elegans,Head thrashes,0.344481,Less
CEINT,3092,2119,Dispersive,Carbon Nanotubes,0,_g/l,Caenorhabditis elegans,Head thrashes,0,Less
CEINT,3093,2119,Dispersive,Carbon Nanotubes,0.001,_g/l,Caenorhabditis elegans,Head thrashes,0.010394,Less
CEINT,3094,2119,Dispersive,Carbon Nanotubes,0.01,_g/l,Caenorhabditis elegans,Head thrashes,0.013708,Less
CEINT,3095,2119,Dispersive,Carbon Nanotubes,0.1,_g/l,Caenorhabditis elegans,Head thrashes,0.024102,Less
CEINT,3096,2119,Dispersive,Carbon Nanotubes,1,_g/l,Caenorhabditis elegans,Head thrashes,0.036904,Less
CEINT,3097,2119,Dispersive,Carbon Nanotubes,10,_g/l,Caenorhabditis elegans,Head thrashes,0.044834,Less
CEINT,3098,2119,Dispersive,Carbon Nanotubes,100,_g/l,Caenorhabditis elegans,Head thrashes,0.056978,Less
CEINT,3099,2119,Dispersive,Carbon Nanotubes,1000,_g/l,Caenorhabditis elegans,Head thrashes,0.061808,Less
CEINT,3100,2120,Dispersive,Carbon Nanotubes,0,_g/l,Caenorhabditis elegans,Body bends,0,Less
CEINT,3101,2120,Dispersive,Carbon Nanotubes,0.001,_g/l,Caenorhabditis elegans,Body bends,0.002038,Less
CEINT,3102,2120,Dispersive,Carbon Nanotubes,0.01,_g/l,Caenorhabditis elegans,Body bends,0.061639,Less
CEINT,3103,2120,Dispersive,Carbon Nanotubes,0.1,_g/l,Caenorhabditis elegans,Body bends,0.116531,Less
CEINT,3104,2120,Dispersive,Carbon Nanotubes,1,_g/l,Caenorhabditis elegans,Body bends,0.218513,Less
CEINT,3105,2120,Dispersive,Carbon Nanotubes,10,_g/l,Caenorhabditis elegans,Body bends,0.254498,Less
CEINT,3106,2120,Dispersive,Carbon Nanotubes,100,_g/l,Caenorhabditis elegans,Body bends,0.307281,Less
CEINT,3107,2120,Dispersive,Carbon Nanotubes,1000,_g/l,Caenorhabditis elegans,Body bends,0.401743,Less
CEINT,3108,2121,Dispersive,Carbon Nanotubes,0,_g/l,Caenorhabditis elegans,Body bends,0,Less
CEINT,3109,2121,Dispersive,Carbon Nanotubes,0.001,_g/l,Caenorhabditis elegans,Body bends,0.008969,Less
CEINT,3110,2121,Dispersive,Carbon Nanotubes,0.01,_g/l,Caenorhabditis elegans,Body bends,0.019606,Less
CEINT,3111,2121,Dispersive,Carbon Nanotubes,0.1,_g/l,Caenorhabditis elegans,Body bends,0.021414,Less
CEINT,3112,2121,Dispersive,Carbon Nanotubes,1,_g/l,Caenorhabditis elegans,Body bends,0.03379,Less
CEINT,3113,2121,Dispersive,Carbon Nanotubes,10,_g/l,Caenorhabditis elegans,Body bends,0.04839,Less
CEINT,3114,2121,Dispersive,Carbon Nanotubes,100,_g/l,Caenorhabditis elegans,Body bends,0.054231,Less
CEINT,3115,2121,Dispersive,Carbon Nanotubes,1000,_g/l,Caenorhabditis elegans,Body bends,0.058333,Less
CEINT,3203,2122,Dispersive,Carbon Nanotubes,0,_g/l,Caenorhabditis elegans,Reactive oxygen species (ROS) level ,0,More
CEINT,3204,2122,Dispersive,Carbon Nanotubes,0.001,_g/l,Caenorhabditis elegans,Reactive oxygen species (ROS) level ,0.03966,More
CEINT,3205,2122,Dispersive,Carbon Nanotubes,0.01,_g/l,Caenorhabditis elegans,Reactive oxygen species (ROS) level ,0.01259,More
CEINT,3206,2122,Dispersive,Carbon Nanotubes,0.1,_g/l,Caenorhabditis elegans,Reactive oxygen species (ROS) level ,0.29402,More
CEINT,3207,2122,Dispersive,Carbon Nanotubes,1,_g/l,Caenorhabditis elegans,Reactive oxygen species (ROS) level ,0.59216,More
CEINT,3208,2122,Dispersive,Carbon Nanotubes,10,_g/l,Caenorhabditis elegans,Reactive oxygen species (ROS) level ,0.89399,More
CEINT,3209,2122,Dispersive,Carbon Nanotubes,100,_g/l,Caenorhabditis elegans,Reactive oxygen species (ROS) level ,1.29763,More
CEINT,3210,2122,Dispersive,Carbon Nanotubes,1000,_g/l,Caenorhabditis elegans,Reactive oxygen species (ROS) level ,1.49782,More
CEINT,3211,2123,Dispersive,Carbon Nanotubes,0,_g/l,Caenorhabditis elegans,Reactive oxygen species (ROS) level ,0,More
CEINT,3212,2123,Dispersive,Carbon Nanotubes,0.001,_g/l,Caenorhabditis elegans,Reactive oxygen species (ROS) level ,0.03148,More
CEINT,3213,2123,Dispersive,Carbon Nanotubes,0.01,_g/l,Caenorhabditis elegans,Reactive oxygen species (ROS) level ,0.00164,More
CEINT,3214,2123,Dispersive,Carbon Nanotubes,0.1,_g/l,Caenorhabditis elegans,Reactive oxygen species (ROS) level ,0.0073,More
CEINT,3215,2123,Dispersive,Carbon Nanotubes,1,_g/l,Caenorhabditis elegans,Reactive oxygen species (ROS) level ,0.04969,More
CEINT,3216,2123,Dispersive,Carbon Nanotubes,10,_g/l,Caenorhabditis elegans,Reactive oxygen species (ROS) level ,0.0982,More
CEINT,3217,2123,Dispersive,Carbon Nanotubes,100,_g/l,Caenorhabditis elegans,Reactive oxygen species (ROS) level ,0.03714,More
CEINT,3218,2123,Dispersive,Carbon Nanotubes,1000,_g/l,Caenorhabditis elegans,Reactive oxygen species (ROS) level ,0.09178,More
CEINT,3323,2124,Dispersive,Carbon Nanotubes,0.5,mg,Escherichia coli,Viability,0,Less
CEINT,3324,2124,Dispersive,Carbon Nanotubes,1.5,mg,Escherichia coli,Viability,0.749044,Less
CEINT,3325,2124,Dispersive,Carbon Nanotubes,2.5,mg,Escherichia coli,Viability,0.570576,Less
CEINT,3326,2124,Dispersive,Carbon Nanotubes,3.5,mg,Escherichia coli,Viability,0.604161,Less
CEINT,3327,2124,Dispersive,Carbon Nanotubes,4.5,mg,Escherichia coli,Viability,0.400784,Less
CEINT,3328,2124,Dispersive,Carbon Nanotubes,5.5,mg,Escherichia coli,Viability,0.458345,Less
CEINT,3329,2124,Dispersive,Carbon Nanotubes,6.5,mg,Escherichia coli,Viability,0.457599,Less
CEINT,3330,2124,Dispersive,Carbon Nanotubes,7.5,mg,Escherichia coli,Viability,0.692602,Less
CEINT,3331,2124,Dispersive,Carbon Nanotubes,8.5,mg,Escherichia coli,Viability,2.508536,Less
CEINT,3332,2124,Dispersive,Carbon Nanotubes,9.5,mg,Escherichia coli,Viability,2.80306,Less
CEINT,3333,2125,Dispersive,Carbon Nanotubes,0,_g/l,Triticum aestivum,Germination percentage,0,Less
CEINT,3334,2125,Dispersive,Carbon Nanotubes,10,_g/l,Triticum aestivum,Germination percentage,4.929837,Less
CEINT,3335,2125,Dispersive,Carbon Nanotubes,20,_g/l,Triticum aestivum,Germination percentage,2.521519,Less
CEINT,3336,2125,Dispersive,Carbon Nanotubes,40,_g/l,Triticum aestivum,Germination percentage,2.516094,Less
CEINT,3337,2125,Dispersive,Carbon Nanotubes,80,_g/l,Triticum aestivum,Germination percentage,1.320796,Less
CEINT,3338,2125,Dispersive,Carbon Nanotubes,160,_g/l,Triticum aestivum,Germination percentage,0,Less
CEINT,3339,2126,Dispersive,Carbon Nanotubes,0,_g/l,Triticum aestivum,Germination percentage,0,Less
CEINT,3340,2126,Dispersive,Carbon Nanotubes,10,_g/l,Triticum aestivum,Germination percentage,0.117645,Less
CEINT,3341,2126,Dispersive,Carbon Nanotubes,20,_g/l,Triticum aestivum,Germination percentage,0.079989,Less
CEINT,3342,2126,Dispersive,Carbon Nanotubes,40,_g/l,Triticum aestivum,Germination percentage,0.079989,Less
CEINT,3343,2126,Dispersive,Carbon Nanotubes,80,_g/l,Triticum aestivum,Germination percentage,0.155081,Less
CEINT,3344,2126,Dispersive,Carbon Nanotubes,160,_g/l,Triticum aestivum,Germination percentage,0.117322,Less
CEINT,3345,2127,Dispersive,Carbon Nanotubes,0,_g/l,Triticum aestivum,Stem length,0,Less
CEINT,3346,2127,Dispersive,Carbon Nanotubes,10,_g/l,Triticum aestivum,Stem length,0.03,Less
CEINT,3347,2127,Dispersive,Carbon Nanotubes,20,_g/l,Triticum aestivum,Stem length,0.081,Less
CEINT,3348,2127,Dispersive,Carbon Nanotubes,40,_g/l,Triticum aestivum,Stem length,0.13,Less
CEINT,3349,2127,Dispersive,Carbon Nanotubes,80,_g/l,Triticum aestivum,Stem length,0.002,Less
CEINT,3350,2127,Dispersive,Carbon Nanotubes,160,_g/l,Triticum aestivum,Stem length,0.039,Less
CEINT,3351,2128,Dispersive,Carbon Nanotubes,0,_g/l,Triticum aestivum,Stem length,0,Less
CEINT,3352,2128,Dispersive,Carbon Nanotubes,10,_g/l,Triticum aestivum,Stem length,0.02002,Less
CEINT,3353,2128,Dispersive,Carbon Nanotubes,20,_g/l,Triticum aestivum,Stem length,0.082082,Less
CEINT,3354,2128,Dispersive,Carbon Nanotubes,40,_g/l,Triticum aestivum,Stem length,0.12012,Less
CEINT,3355,2128,Dispersive,Carbon Nanotubes,80,_g/l,Triticum aestivum,Stem length,0.01001,Less
CEINT,3356,2128,Dispersive,Carbon Nanotubes,160,_g/l,Triticum aestivum,Stem length,0.017017,Less
CEINT,3357,2129,Dispersive,Carbon Nanotubes,0,_g/l,Triticum aestivum,Root length,0,Less
CEINT,3358,2129,Dispersive,Carbon Nanotubes,10,_g/l,Triticum aestivum,Root length,0.24,Less
CEINT,3359,2129,Dispersive,Carbon Nanotubes,20,_g/l,Triticum aestivum,Root length,0.244,Less
CEINT,3360,2129,Dispersive,Carbon Nanotubes,40,_g/l,Triticum aestivum,Root length,0.52,Less
CEINT,3361,2129,Dispersive,Carbon Nanotubes,80,_g/l,Triticum aestivum,Root length,0.431,Less
CEINT,3362,2129,Dispersive,Carbon Nanotubes,160,_g/l,Triticum aestivum,Root length,0.551,Less
CEINT,3363,2130,Dispersive,Carbon Nanotubes,0,_g/l,Triticum aestivum,Root length,0,Less
CEINT,3364,2130,Dispersive,Carbon Nanotubes,10,_g/l,Triticum aestivum,Root length,0.224,Less
CEINT,3365,2130,Dispersive,Carbon Nanotubes,20,_g/l,Triticum aestivum,Root length,0.162,Less
CEINT,3366,2130,Dispersive,Carbon Nanotubes,40,_g/l,Triticum aestivum,Root length,0.3,Less
CEINT,3367,2130,Dispersive,Carbon Nanotubes,80,_g/l,Triticum aestivum,Root length,0.361,Less
CEINT,3368,2130,Dispersive,Carbon Nanotubes,160,_g/l,Triticum aestivum,Root length,0.321,Less
CEINT,3379,2131,Dispersive,Carbon Nanotubes,0,_g/l,Triticum aestivum,Vegetative biomass ,0,More
CEINT,3380,2131,Dispersive,Carbon Nanotubes,10,_g/l,Triticum aestivum,Vegetative biomass ,0.277,More
CEINT,3381,2131,Dispersive,Carbon Nanotubes,20,_g/l,Triticum aestivum,Vegetative biomass ,0.307,More
CEINT,3382,2131,Dispersive,Carbon Nanotubes,40,_g/l,Triticum aestivum,Vegetative biomass ,0.321,More
CEINT,3383,2131,Dispersive,Carbon Nanotubes,80,_g/l,Triticum aestivum,Vegetative biomass ,0.371,More
CEINT,3384,2131,Dispersive,Carbon Nanotubes,160,_g/l,Triticum aestivum,Vegetative biomass ,0.31,More
CEINT,3385,2132,Dispersive,Carbon Nanotubes,0,_g/l,Triticum aestivum,Vegetative biomass ,0,More
CEINT,3386,2132,Dispersive,Carbon Nanotubes,10,_g/l,Triticum aestivum,Vegetative biomass ,0.293,More
CEINT,3387,2132,Dispersive,Carbon Nanotubes,20,_g/l,Triticum aestivum,Vegetative biomass ,0.302,More
CEINT,3388,2132,Dispersive,Carbon Nanotubes,40,_g/l,Triticum aestivum,Vegetative biomass ,0.33,More
CEINT,3389,2132,Dispersive,Carbon Nanotubes,80,_g/l,Triticum aestivum,Vegetative biomass ,0.39,More
CEINT,3390,2132,Dispersive,Carbon Nanotubes,160,_g/l,Triticum aestivum,Vegetative biomass ,0.303,More
CEINT,3391,2133,Dispersive,Carbon Nanotubes,0,_g/l,Triticum aestivum,Dehydrogenase activity,0,More
CEINT,3392,2133,Dispersive,Carbon Nanotubes,10,_g/l,Triticum aestivum,Dehydrogenase activity,2.840079,More
CEINT,3393,2133,Dispersive,Carbon Nanotubes,20,_g/l,Triticum aestivum,Dehydrogenase activity,2.988154,More
CEINT,3394,2133,Dispersive,Carbon Nanotubes,40,_g/l,Triticum aestivum,Dehydrogenase activity,3.227048,More
CEINT,3395,2133,Dispersive,Carbon Nanotubes,80,_g/l,Triticum aestivum,Dehydrogenase activity,3.687068,More
CEINT,3396,2133,Dispersive,Carbon Nanotubes,160,_g/l,Triticum aestivum,Dehydrogenase activity,3.110563,More
CEINT,3397,2134,Dispersive,Carbon Nanotubes,0,_g/ml,Barley,Germination percentage,0,More
CEINT,3402,2134,Dispersive,Carbon Nanotubes,50,_g/ml,Barley,Germination percentage,2.536475,More
CEINT,3407,2134,Dispersive,Carbon Nanotubes,100,_g/ml,Barley,Germination percentage,3.756458,More
CEINT,3412,2134,Dispersive,Carbon Nanotubes,200,_g/ml,Barley,Germination percentage,5.462958,More
CEINT,3398,2135,Dispersive,Carbon Nanotubes,0,_g/ml,Barley,Germination percentage,0,More
CEINT,3403,2135,Dispersive,Carbon Nanotubes,50,_g/ml,Barley,Germination percentage,0.079157,More
CEINT,3408,2135,Dispersive,Carbon Nanotubes,100,_g/ml,Barley,Germination percentage,0.349983,More
CEINT,3413,2135,Dispersive,Carbon Nanotubes,200,_g/ml,Barley,Germination percentage,0.528211,More
CEINT,3399,2136,Dispersive,Carbon Nanotubes,0,_g/ml,Barley,Germination percentage,0,More
CEINT,3404,2136,Dispersive,Carbon Nanotubes,50,_g/ml,Barley,Germination percentage,0.108412,More
CEINT,3409,2136,Dispersive,Carbon Nanotubes,100,_g/ml,Barley,Germination percentage,0.105418,More
CEINT,3414,2136,Dispersive,Carbon Nanotubes,200,_g/ml,Barley,Germination percentage,0.33487,More
CEINT,3400,2137,Dispersive,Carbon Nanotubes,0,_g/ml,Barley,Germination percentage,0,More
CEINT,3405,2137,Dispersive,Carbon Nanotubes,50,_g/ml,Barley,Germination percentage,0.137918,More
CEINT,3410,2137,Dispersive,Carbon Nanotubes,100,_g/ml,Barley,Germination percentage,0.063973,More
CEINT,3415,2137,Dispersive,Carbon Nanotubes,200,_g/ml,Barley,Germination percentage,0.19079,More
CEINT,3401,2138,Dispersive,Carbon Nanotubes,0,_g/ml,Barley,Germination percentage,0,More
CEINT,3406,2138,Dispersive,Carbon Nanotubes,50,_g/ml,Barley,Germination percentage,0.076949,More
CEINT,3411,2138,Dispersive,Carbon Nanotubes,100,_g/ml,Barley,Germination percentage,0.203974,More
CEINT,3416,2138,Dispersive,Carbon Nanotubes,200,_g/ml,Barley,Germination percentage,0.085689,More
CEINT,3417,2139,Dispersive,Carbon Nanotubes,0,_g/ml,Corn,Germination percentage,0,More
CEINT,3422,2139,Dispersive,Carbon Nanotubes,50,_g/ml,Corn,Germination percentage,11.906,More
CEINT,3427,2139,Dispersive,Carbon Nanotubes,100,_g/ml,Corn,Germination percentage,23.187,More
CEINT,3432,2139,Dispersive,Carbon Nanotubes,200,_g/ml,Corn,Germination percentage,23.673,More
CEINT,3418,2140,Dispersive,Carbon Nanotubes,0,_g/ml,Corn,Germination percentage,0,More
CEINT,3423,2140,Dispersive,Carbon Nanotubes,50,_g/ml,Corn,Germination percentage,0.200392,More
CEINT,3428,2140,Dispersive,Carbon Nanotubes,100,_g/ml,Corn,Germination percentage,0.192052,More
CEINT,3433,2140,Dispersive,Carbon Nanotubes,200,_g/ml,Corn,Germination percentage,0.192792,More
CEINT,3419,2141,Dispersive,Carbon Nanotubes,0,_g/ml,Corn,Germination percentage,0,More
CEINT,3424,2141,Dispersive,Carbon Nanotubes,50,_g/ml,Corn,Germination percentage,0.100273,More
CEINT,3429,2141,Dispersive,Carbon Nanotubes,100,_g/ml,Corn,Germination percentage,0.099723,More
CEINT,3434,2141,Dispersive,Carbon Nanotubes,200,_g/ml,Corn,Germination percentage,0.100514,More
CEINT,3420,2142,Dispersive,Carbon Nanotubes,0,_g/ml,Corn,Germination percentage,0,More
CEINT,3425,2142,Dispersive,Carbon Nanotubes,50,_g/ml,Corn,Germination percentage,0.029537,More
CEINT,3430,2142,Dispersive,Carbon Nanotubes,100,_g/ml,Corn,Germination percentage,0.029537,More
CEINT,3435,2142,Dispersive,Carbon Nanotubes,200,_g/ml,Corn,Germination percentage,0.029537,More
CEINT,3421,2143,Dispersive,Carbon Nanotubes,0,_g/ml,Corn,Germination percentage,0,More
CEINT,3426,2143,Dispersive,Carbon Nanotubes,50,_g/ml,Corn,Germination percentage,0.029537,More
CEINT,3431,2143,Dispersive,Carbon Nanotubes,100,_g/ml,Corn,Germination percentage,0.029537,More
CEINT,3436,2143,Dispersive,Carbon Nanotubes,200,_g/ml,Corn,Germination percentage,0.029537,More
CEINT,3437,2144,Dispersive,Carbon Nanotubes,0,_g/ml,Soybean,Germination percentage,0,More
CEINT,3442,2144,Dispersive,Carbon Nanotubes,50,_g/ml,Soybean,Germination percentage,39.79397,More
CEINT,3447,2144,Dispersive,Carbon Nanotubes,100,_g/ml,Soybean,Germination percentage,58.59799,More
CEINT,3452,2144,Dispersive,Carbon Nanotubes,200,_g/ml,Soybean,Germination percentage,119.21608,More
CEINT,3438,2145,Dispersive,Carbon Nanotubes,0,_g/ml,Soybean,Germination percentage,0,More
CEINT,3443,2145,Dispersive,Carbon Nanotubes,50,_g/ml,Soybean,Germination percentage,0.279181,More
CEINT,3448,2145,Dispersive,Carbon Nanotubes,100,_g/ml,Soybean,Germination percentage,0.397474,More
CEINT,3453,2145,Dispersive,Carbon Nanotubes,200,_g/ml,Soybean,Germination percentage,0.499855,More
CEINT,3439,2146,Dispersive,Carbon Nanotubes,0,_g/ml,Soybean,Germination percentage,0,More
CEINT,3444,2146,Dispersive,Carbon Nanotubes,50,_g/ml,Soybean,Germination percentage,0.06155,More
CEINT,3449,2146,Dispersive,Carbon Nanotubes,100,_g/ml,Soybean,Germination percentage,0.109385,More
CEINT,3454,2146,Dispersive,Carbon Nanotubes,200,_g/ml,Soybean,Germination percentage,0.151372,More
CEINT,3440,2147,Dispersive,Carbon Nanotubes,0,_g/ml,Soybean,Germination percentage,0,More
CEINT,3445,2147,Dispersive,Carbon Nanotubes,50,_g/ml,Soybean,Germination percentage,0.012433,More
CEINT,3450,2147,Dispersive,Carbon Nanotubes,100,_g/ml,Soybean,Germination percentage,0.020191,More
CEINT,3455,2147,Dispersive,Carbon Nanotubes,200,_g/ml,Soybean,Germination percentage,0.03493,More
CEINT,3441,2148,Dispersive,Carbon Nanotubes,0,_g/ml,Soybean,Germination percentage,0,More
CEINT,3446,2148,Dispersive,Carbon Nanotubes,50,_g/ml,Soybean,Germination percentage,0.007519,More
CEINT,3451,2148,Dispersive,Carbon Nanotubes,100,_g/ml,Soybean,Germination percentage,0.02244,More
CEINT,3456,2148,Dispersive,Carbon Nanotubes,200,_g/ml,Soybean,Germination percentage,0.035723,More
CEINT,3457,2149,Dispersive,Carbon Nanotubes,0,_g/ml,Barley,Root length,0,More
CEINT,3458,2149,Dispersive,Carbon Nanotubes,50,_g/ml,Barley,Root length,0.297214,More
CEINT,3459,2149,Dispersive,Carbon Nanotubes,100,_g/ml,Barley,Root length,0.510836,More
